grasspea,faba,medicago,pea
LATSA3860_EIv1.0_0540810,Vfaba.Hedin2.R1.6g074840,MtrunA17_Chr4g0040611,Psat7g136960
LATSA3860_EIv1.0_0540830,Vfaba.Hedin2.R1.6g074720,MtrunA17_Chr4g0040581,Psat7g136840
LATSA3860_EIv1.0_0540880,Vfaba.Hedin2.R1.6g074680,MtrunA17_Chr4g0040571,Psat0s283g0040
LATSA3860_EIv1.0_0541070,Vfaba.Hedin2.R1.6g194200,MtrunA17_Chr8g0391901,Psat7g007600
LATSA3860_EIv1.0_0541110,Vfaba.Hedin2.R1.1g093640,MtrunA17_Chr6g0477391,Psat1g114720
LATSA3860_EIv1.0_0541210,Vfaba.Hedin2.R1.2g113520,MtrunA17_Chr3g0123141,Psat5g093600
LATSA3860_EIv1.0_0541270,Vfaba.Hedin2.R1.2g113320,MtrunA17_Chr3g0123081,Psat5g093920
LATSA3860_EIv1.0_0541580,Vfaba.Hedin2.R1.1g468160,MtrunA17_Chr2g0283771,Psat1g198240
LATSA3860_EIv1.0_0541730,Vfaba.Hedin2.R1.2g111080,MtrunA17_Chr3g0122491,Psat5g095600
LATSA3860_EIv1.0_0541930,Vfaba.Hedin2.R1.2g270920,MtrunA17_Chr4g0001321,Psat7g260040
LATSA3860_EIv1.0_0542060,Vfaba.Hedin2.R1.2g269680,MtrunA17_Chr4g0001071,Psat7g259840
LATSA3860_EIv1.0_0542080,Vfaba.Hedin2.R1.2g270480,MtrunA17_Chr4g0001201,Psat7g259720
LATSA3860_EIv1.0_0542130,Vfaba.Hedin2.R1.Ung003200,MtrunA17_Chr2g0308721,Psat1g127480
LATSA3860_EIv1.0_0542660,Vfaba.Hedin2.R1.3g184360,MtrunA17_Chr1g0161031,Psat6g045200
LATSA3860_EIv1.0_0542700,Vfaba.Hedin2.R1.1g325360,MtrunA17_Chr5g0418041,Psat2g126400
LATSA3860_EIv1.0_0543370,Vfaba.Hedin2.R1.4g139800,MtrunA17_Chr4g0056001,Psat4g072760
LATSA3860_EIv1.0_0543450,Vfaba.Hedin2.R1.Ung079480,MtrunA17_Chr8g0371491,Psat4g102520
LATSA3860_EIv1.0_0543490,Vfaba.Hedin2.R1.4g112200,MtrunA17_Chr8g0371511,Psat4g101960
LATSA3860_EIv1.0_0543800,Vfaba.Hedin2.R1.4g225960,MtrunA17_Chr4g0073951,Psat0s2403g0360
LATSA3860_EIv1.0_0544070,Vfaba.Hedin2.R1.4g124520,MtrunA17_Chr8g0374981,Psat4g087120
LATSA3860_EIv1.0_0544080,Vfaba.Hedin2.R1.3g066000,MtrunA17_Chr1g0185931,Psat6g140160
LATSA3860_EIv1.0_0544350,Vfaba.Hedin2.R1.1g010120,MtrunA17_Chr7g0217761,Psat3g199280
LATSA3860_EIv1.0_0544910,Vfaba.Hedin2.R1.2g207200,MtrunA17_Chr3g0142841,Psat0s2878g0080
LATSA3860_EIv1.0_0545140,Vfaba.Hedin2.R1.6g165160,MtrunA17_Chr8g0385981,Psat7g037960
LATSA3860_EIv1.0_0545150,Vfaba.Hedin2.R1.6g165120,MtrunA17_Chr8g0385961,Psat7g037920
LATSA3860_EIv1.0_0545200,Vfaba.Hedin2.R1.6g164920,MtrunA17_Chr8g0385931,Psat7g038520
LATSA3860_EIv1.0_0545300,Vfaba.Hedin2.R1.2g092320,MtrunA17_Chr3g0117741,Psat5g114520
LATSA3860_EIv1.0_0545320,Vfaba.Hedin2.R1.6g101960,MtrunA17_Chr4g0049631,Psat7g101960
LATSA3860_EIv1.0_0545910,Vfaba.Hedin2.R1.5g002080,MtrunA17_Chr2g0334241,Psat5g307080
LATSA3860_EIv1.0_0545920,Vfaba.Hedin2.R1.5g002040,MtrunA17_Chr2g0334251,Psat5g307040
LATSA3860_EIv1.0_0545980,Vfaba.Hedin2.R1.5g036880,MtrunA17_Chr7g0234581,Psat0s3891g0080
LATSA3860_EIv1.0_0546330,Vfaba.Hedin2.R1.1g339320,MtrunA17_Chr5g0409981,Psat2g139400
LATSA3860_EIv1.0_0546360,Vfaba.Hedin2.R1.1g339200,MtrunA17_Chr5g0410041,Psat2g140200
LATSA3860_EIv1.0_0546710,Vfaba.Hedin2.R1.4g230120,MtrunA17_Chr4g0074601,Psat4g063040
LATSA3860_EIv1.0_0546910,Vfaba.Hedin2.R1.3g135360,MtrunA17_Chr1g0203361,Psat6g199440
LATSA3860_EIv1.0_0546920,Vfaba.Hedin2.R1.4g052280,MtrunA17_Chr8g0346011,Psat4g217680
LATSA3860_EIv1.0_0546960,Vfaba.Hedin2.R1.4g052240,MtrunA17_Chr8g0346021,Psat4g217560
LATSA3860_EIv1.0_0547380,Vfaba.Hedin2.R1.5g020320,MtrunA17_Chr7g0225961,Psat3g176160
LATSA3860_EIv1.0_0547790,Vfaba.Hedin2.R1.6g047160,MtrunA17_Chr4g0037131,Psat0s4922g0040
LATSA3860_EIv1.0_0547800,Vfaba.Hedin2.R1.6g047120,MtrunA17_Chr4g0037141,Psat0s4922g0080
LATSA3860_EIv1.0_0547940,Vfaba.Hedin2.R1.1g293680,MtrunA17_Chr2g0304951,Psat1g022920
LATSA3860_EIv1.0_0548150,Vfaba.Hedin2.R1.4g105000,MtrunA17_Chr8g0369471,Psat4g108080
LATSA3860_EIv1.0_0548170,Vfaba.Hedin2.R1.3g036440,MtrunA17_Chr1g0177131,Psat6g088840
LATSA3860_EIv1.0_0548330,Vfaba.Hedin2.R1.4g106600,MtrunA17_Chr8g0369981,Psat4g107160
LATSA3860_EIv1.0_0548360,Vfaba.Hedin2.R1.4g106560,MtrunA17_Chr8g0369961,Psat4g107480
LATSA3860_EIv1.0_0548370,Vfaba.Hedin2.R1.4g106520,MtrunA17_Chr8g0369951,Psat4g107440
LATSA3860_EIv1.0_0548390,Vfaba.Hedin2.R1.4g140960,MtrunA17_Chr4g0056181,Psat4g072160
LATSA3860_EIv1.0_0548420,Vfaba.Hedin2.R1.4g140800,MtrunA17_Chr4g0056161,Psat4g072280
LATSA3860_EIv1.0_0548670,Vfaba.Hedin2.R1.1g410440,MtrunA17_Chr2g0299981,Psat1g131520
LATSA3860_EIv1.0_0548780,Vfaba.Hedin2.R1.3g008360,MtrunA17_Chr1g0212061,Psat6g234120
LATSA3860_EIv1.0_0549020,Vfaba.Hedin2.R1.6g169960,MtrunA17_Chr8g0386761,Psat7g033560
LATSA3860_EIv1.0_0549060,Vfaba.Hedin2.R1.6g169920,MtrunA17_Chr8g0386741,Psat7g032520
LATSA3860_EIv1.0_0549070,Vfaba.Hedin2.R1.6g169880,MtrunA17_Chr8g0386731,Psat7g032560
LATSA3860_EIv1.0_0549080,Vfaba.Hedin2.R1.6g169840,MtrunA17_Chr8g0386721,Psat7g032600
LATSA3860_EIv1.0_0549160,Vfaba.Hedin2.R1.6g028240,MtrunA17_Chr4g0029701,Psat7g223480
LATSA3860_EIv1.0_0549210,Vfaba.Hedin2.R1.1g219280,MtrunA17_Chr5g0429661,Psat2g059160
LATSA3860_EIv1.0_0549280,Vfaba.Hedin2.R1.6g058080,MtrunA17_Chr4g0040171,Psat7g137520
LATSA3860_EIv1.0_0549290,Vfaba.Hedin2.R1.6g058160,MtrunA17_Chr4g0040141,Psat7g169760
LATSA3860_EIv1.0_0549400,Vfaba.Hedin2.R1.1g014760,MtrunA17_Chr7g0219551,Psat3g203040
LATSA3860_EIv1.0_0549430,Vfaba.Hedin2.R1.1g014720,MtrunA17_Chr7g0219561,Psat3g208200
LATSA3860_EIv1.0_0549450,Vfaba.Hedin2.R1.1g060400,MtrunA17_Chr2g0322001,Psat5g260680
LATSA3860_EIv1.0_0549490,Vfaba.Hedin2.R1.1g272120,MtrunA17_Chr5g0443541,Psat2g015640
LATSA3860_EIv1.0_0549550,Vfaba.Hedin2.R1.1g272240,MtrunA17_Chr5g0443631,Psat2g015320
LATSA3860_EIv1.0_0549600,Vfaba.Hedin2.R1.1g272440,MtrunA17_Chr5g0443681,Psat2g015200
LATSA3860_EIv1.0_0549640,Vfaba.Hedin2.R1.1g272600,MtrunA17_Chr5g0443721,Psat2g013760
LATSA3860_EIv1.0_0549680,Vfaba.Hedin2.R1.1g272720,MtrunA17_Chr5g0443741,Psat2g013600
LATSA3860_EIv1.0_0549760,Vfaba.Hedin2.R1.1g413960,MtrunA17_Chr2g0299021,Psat1g142680
LATSA3860_EIv1.0_0549900,Vfaba.Hedin2.R1.2g217840,MtrunA17_Chr3g0144641,Psat5g003720
LATSA3860_EIv1.0_0549980,Vfaba.Hedin2.R1.2g271440,MtrunA17_Chr4g0001421,Psat7g262840
LATSA3860_EIv1.0_0549990,Vfaba.Hedin2.R1.2g271400,MtrunA17_Chr4g0001411,Psat7g262800
LATSA3860_EIv1.0_0550060,Vfaba.Hedin2.R1.6g133920,MtrunA17_Chr8g0379161,Psat7g070600
LATSA3860_EIv1.0_0550070,Vfaba.Hedin2.R1.Ung062680,MtrunA17_Chr2g0329091,Psat5g288840
LATSA3860_EIv1.0_0550120,Vfaba.Hedin2.R1.1g029720,MtrunA17_Chr2g0329071,Psat5g288320
LATSA3860_EIv1.0_0550130,Vfaba.Hedin2.R1.1g029760,MtrunA17_Chr2g0329061,Psat5g288280
LATSA3860_EIv1.0_0550140,Vfaba.Hedin2.R1.4g110400,MtrunA17_Chr8g0370961,Psat4g104000
LATSA3860_EIv1.0_0550290,Vfaba.Hedin2.R1.5g041920,MtrunA17_Chr7g0237631,Psat3g143840
LATSA3860_EIv1.0_0550500,Vfaba.Hedin2.R1.1g114520,MtrunA17_Chr6g0463441,Psat1g095560
LATSA3860_EIv1.0_0550700,Vfaba.Hedin2.R1.3g087000,MtrunA17_Chr1g0191891,Psat6g150480
LATSA3860_EIv1.0_0550970,Vfaba.Hedin2.R1.1g038400,MtrunA17_Chr2g0327271,Psat0s3241g0040
LATSA3860_EIv1.0_0550990,Vfaba.Hedin2.R1.1g038440,MtrunA17_Chr2g0327241,Psat5g281320
LATSA3860_EIv1.0_0551090,Vfaba.Hedin2.R1.2g052400,MtrunA17_Chr3g0103361,Psat5g164000
LATSA3860_EIv1.0_0551110,Vfaba.Hedin2.R1.1g237040,MtrunA17_Chr6g0449581,Psat1g055280
LATSA3860_EIv1.0_0551160,Vfaba.Hedin2.R1.1g146800,MtrunA17_Chr6g0449571,Psat1g054960
LATSA3860_EIv1.0_0551410,Vfaba.Hedin2.R1.1g251800,MtrunA17_Chr1g0204651,Psat6g205000
LATSA3860_EIv1.0_0551690,Vfaba.Hedin2.R1.3g050040,MtrunA17_Chr1g0181371,Psat6g070760
LATSA3860_EIv1.0_0551870,Vfaba.Hedin2.R1.3g050080,MtrunA17_Chr1g0181381,Psat0s323g0040
LATSA3860_EIv1.0_0551920,Vfaba.Hedin2.R1.1g065360,MtrunA17_Chr2g0320711,Psat5g254080
LATSA3860_EIv1.0_0552090,Vfaba.Hedin2.R1.1g094640,MtrunA17_Chr6g0477091,Psat1g113520
LATSA3860_EIv1.0_0552220,Vfaba.Hedin2.R1.3g010560,MtrunA17_Chr1g0211281,Psat6g232600
LATSA3860_EIv1.0_0552230,Vfaba.Hedin2.R1.3g010640,MtrunA17_Chr1g0211271,Psat6g232560
LATSA3860_EIv1.0_0552260,Vfaba.Hedin2.R1.3g010720,MtrunA17_Chr1g0211251,Psat0s1574g0040
LATSA3860_EIv1.0_0552290,Vfaba.Hedin2.R1.1g141280,MtrunA17_Chr6g0451381,Psat1g060240
LATSA3860_EIv1.0_0552460,Vfaba.Hedin2.R1.4g015080,MtrunA17_Chr8g0360231,Psat4g169400
LATSA3860_EIv1.0_0552620,Vfaba.Hedin2.R1.1g126960,MtrunA17_Chr6g0456901,Psat1g061040
LATSA3860_EIv1.0_0552660,Vfaba.Hedin2.R1.2g108600,MtrunA17_Chr3g0121971,Psat5g099200
LATSA3860_EIv1.0_0552850,Vfaba.Hedin2.R1.3g215360,MtrunA17_Chr1g0151681,Psat6g019760
LATSA3860_EIv1.0_0552900,Vfaba.Hedin2.R1.3g215600,MtrunA17_Chr1g0151761,Psat6g019480
LATSA3860_EIv1.0_0553150,Vfaba.Hedin2.R1.3g197160,MtrunA17_Chr1g0147111,Psat6g004440
LATSA3860_EIv1.0_0553170,Vfaba.Hedin2.R1.3g197240,MtrunA17_Chr1g0147121,Psat6g034360
LATSA3860_EIv1.0_0553190,Vfaba.Hedin2.R1.3g197400,MtrunA17_Chr1g0147161,Psat6g034280
LATSA3860_EIv1.0_0553200,Vfaba.Hedin2.R1.3g197440,MtrunA17_Chr1g0147191,Psat6g034240
LATSA3860_EIv1.0_0553540,Vfaba.Hedin2.R1.4g118640,MtrunA17_Chr8g0373201,Psat4g093680
LATSA3860_EIv1.0_0553720,Vfaba.Hedin2.R1.5g008280,MtrunA17_Chr2g0331581,Psat5g297800
LATSA3860_EIv1.0_0553740,Vfaba.Hedin2.R1.Ung051240,MtrunA17_Chr2g0331571,Psat4g007880
LATSA3860_EIv1.0_0553750,Vfaba.Hedin2.R1.Ung051200,MtrunA17_Chr2g0331561,Psat5g297520
LATSA3860_EIv1.0_0553970,Vfaba.Hedin2.R1.4g112920,MtrunA17_Chr8g0371661,Psat4g100920
LATSA3860_EIv1.0_0554010,Vfaba.Hedin2.R1.Ung043000,MtrunA17_Chr1g0181211,Psat6g070800
LATSA3860_EIv1.0_0554020,Vfaba.Hedin2.R1.3g049160,MtrunA17_Chr1g0181231,Psat6g070840
LATSA3860_EIv1.0_0554090,Vfaba.Hedin2.R1.6g019960,MtrunA17_Chr4g0026141,Psat7g142200
LATSA3860_EIv1.0_0554120,Vfaba.Hedin2.R1.4g157400,MtrunA17_Chr4g0059181,Psat4g056320
LATSA3860_EIv1.0_0554140,Vfaba.Hedin2.R1.4g157280,MtrunA17_Chr4g0059161,Psat4g057720
LATSA3860_EIv1.0_0554160,Vfaba.Hedin2.R1.4g157080,MtrunA17_Chr4g0059141,Psat4g057760
LATSA3860_EIv1.0_0554380,Vfaba.Hedin2.R1.1g263240,MtrunA17_Chr5g0440841,Psat0s2281g0240
LATSA3860_EIv1.0_0554450,Vfaba.Hedin2.R1.1g262880,MtrunA17_Chr5g0440651,Psat2g022600
LATSA3860_EIv1.0_0554480,Vfaba.Hedin2.R1.1g262760,MtrunA17_Chr5g0440621,Psat2g022160
LATSA3860_EIv1.0_0554530,Vfaba.Hedin2.R1.1g262360,MtrunA17_Chr5g0440581,Psat2g022360
LATSA3860_EIv1.0_0554550,Vfaba.Hedin2.R1.1g262120,MtrunA17_Chr5g0440551,Psat2g022440
LATSA3860_EIv1.0_0554740,Vfaba.Hedin2.R1.1g182840,MtrunA17_Chr6g0461561,Psat1g096120
LATSA3860_EIv1.0_0554760,Vfaba.Hedin2.R1.1g182800,MtrunA17_Chr6g0461551,Psat0s2522g0120
LATSA3860_EIv1.0_0554810,Vfaba.Hedin2.R1.2g202760,MtrunA17_Chr3g0141871,Psat5g015680
LATSA3860_EIv1.0_0555820,Vfaba.Hedin2.R1.4g024320,MtrunA17_Chr8g0354221,Psat4g189920
LATSA3860_EIv1.0_0556130,Vfaba.Hedin2.R1.5g112240,MtrunA17_Chr7g0258451,Psat3g069640
LATSA3860_EIv1.0_0556150,Vfaba.Hedin2.R1.5g112280,MtrunA17_Chr7g0258471,Psat3g069560
LATSA3860_EIv1.0_0556250,Vfaba.Hedin2.R1.5g118840,MtrunA17_Chr7g0259891,Psat0s4437g0040
LATSA3860_EIv1.0_0556450,Vfaba.Hedin2.R1.5g176440,MtrunA17_Chr7g0271951,Psat3g013760
LATSA3860_EIv1.0_0556510,Vfaba.Hedin2.R1.5g176360,MtrunA17_Chr7g0271851,Psat3g013840
LATSA3860_EIv1.0_0556570,Vfaba.Hedin2.R1.5g176120,MtrunA17_Chr7g0271891,Psat3g012600
LATSA3860_EIv1.0_0556700,Vfaba.Hedin2.R1.3g179920,MtrunA17_Chr1g0162361,Psat6g096360
LATSA3860_EIv1.0_0556770,Vfaba.Hedin2.R1.5g045040,MtrunA17_Chr7g0238701,Psat3g138880
LATSA3860_EIv1.0_0556900,Vfaba.Hedin2.R1.Ung117440,MtrunA17_Chr2g0291661,Psat1g170040
LATSA3860_EIv1.0_0556960,Vfaba.Hedin2.R1.1g441280,MtrunA17_Chr2g0291731,Psat1g169760
LATSA3860_EIv1.0_0557040,Vfaba.Hedin2.R1.2g194200,MtrunA17_Chr3g0140181,Psat0s1928g0160
LATSA3860_EIv1.0_0557100,Vfaba.Hedin2.R1.3g128120,MtrunA17_Chr1g0201751,Psat6g192360
LATSA3860_EIv1.0_0557110,Vfaba.Hedin2.R1.3g128080,MtrunA17_Chr1g0201741,Psat6g192320
LATSA3860_EIv1.0_0557190,Vfaba.Hedin2.R1.1g304800,MtrunA17_Chr5g0412871,Psat1g170560
LATSA3860_EIv1.0_0557700,Vfaba.Hedin2.R1.3g010760,MtrunA17_Chr1g0213261,Psat6g232360
LATSA3860_EIv1.0_0557750,Vfaba.Hedin2.R1.Ung076880,MtrunA17_Chr6g0472321,Psat4g136000
LATSA3860_EIv1.0_0558040,Vfaba.Hedin2.R1.5g110800,MtrunA17_Chr7g0258181,Psat3g070320
LATSA3860_EIv1.0_0558480,Vfaba.Hedin2.R1.6g055880,MtrunA17_Chr8g0376921,Psat7g080080
LATSA3860_EIv1.0_0558500,Vfaba.Hedin2.R1.3g041480,MtrunA17_Chr1g0180781,Psat6g073040
LATSA3860_EIv1.0_0559020,Vfaba.Hedin2.R1.6g014040,MtrunA17_Chr4g0025041,Psat7g203360
LATSA3860_EIv1.0_0559050,Vfaba.Hedin2.R1.4g082160,MtrunA17_Chr8g0364281,Psat4g128200
LATSA3860_EIv1.0_0559080,Vfaba.Hedin2.R1.1g201480,MtrunA17_Chr4g0023841,Psat2g088920
LATSA3860_EIv1.0_0559100,Vfaba.Hedin2.R1.2g056400,MtrunA17_Chr3g0105181,Psat5g157920
LATSA3860_EIv1.0_0559110,Vfaba.Hedin2.R1.2g056440,MtrunA17_Chr3g0105191,Psat5g157880
LATSA3860_EIv1.0_0559150,Vfaba.Hedin2.R1.5g111040,MtrunA17_Chr7g0258191,Psat3g070200
LATSA3860_EIv1.0_0559840,Vfaba.Hedin2.R1.6g065320,MtrunA17_Chr4g0038831,Psat7g179360
LATSA3860_EIv1.0_0559920,Vfaba.Hedin2.R1.4g212480,MtrunA17_Chr4g0071581,Psat4g014280
LATSA3860_EIv1.0_0560110,Vfaba.Hedin2.R1.1g137400,MtrunA17_Chr6g0452761,Psat1g076040
LATSA3860_EIv1.0_0560680,Vfaba.Hedin2.R1.6g072480,MtrunA17_Chr4g0041771,Psat7g162880
LATSA3860_EIv1.0_0561080,Vfaba.Hedin2.R1.1g102720,MtrunA17_Chr6g0472461,Psat0s3447g0080
LATSA3860_EIv1.0_0561090,Vfaba.Hedin2.R1.1g102760,MtrunA17_Chr6g0472451,Psat0s3447g0040
LATSA3860_EIv1.0_0561230,Vfaba.Hedin2.R1.Ung077200,MtrunA17_Chr3g0114601,Psat5g132040
LATSA3860_EIv1.0_0561820,Vfaba.Hedin2.R1.1g179440,MtrunA17_Chr6g0460971,Psat1g090040
LATSA3860_EIv1.0_0561850,Vfaba.Hedin2.R1.1g179600,MtrunA17_Chr6g0460921,Psat1g089960
LATSA3860_EIv1.0_0561950,Vfaba.Hedin2.R1.1g433000,MtrunA17_Chr2g0294251,Psat1g162400
LATSA3860_EIv1.0_0562100,Vfaba.Hedin2.R1.5g076080,MtrunA17_Chr7g0250201,Psat3g099720
LATSA3860_EIv1.0_0562120,Vfaba.Hedin2.R1.5g076200,MtrunA17_Chr7g0250221,Psat3g099600
LATSA3860_EIv1.0_0562130,Vfaba.Hedin2.R1.5g076240,MtrunA17_Chr7g0250231,Psat3g099560
LATSA3860_EIv1.0_0562340,Vfaba.Hedin2.R1.6g139640,MtrunA17_Chr8g0380441,Psat7g064280
LATSA3860_EIv1.0_0562430,Vfaba.Hedin2.R1.4g128080,MtrunA17_Chr4g0053711,Psat4g082880
LATSA3860_EIv1.0_0562650,Vfaba.Hedin2.R1.2g046400,MtrunA17_Chr3g0101031,Psat5g171240
LATSA3860_EIv1.0_0562970,Vfaba.Hedin2.R1.4g224480,MtrunA17_Chr4g0073711,Psat7g006400
LATSA3860_EIv1.0_0562980,Vfaba.Hedin2.R1.4g224520,MtrunA17_Chr4g0073731,Psat7g006440
LATSA3860_EIv1.0_0563030,Vfaba.Hedin2.R1.5g112160,MtrunA17_Chr7g0258361,Psat3g069760
LATSA3860_EIv1.0_0563170,Vfaba.Hedin2.R1.1g193760,MtrunA17_Chr5g0412141,Psat2g081680
LATSA3860_EIv1.0_0563220,Vfaba.Hedin2.R1.6g005800,MtrunA17_Chr4g0022101,Psat7g189480
LATSA3860_EIv1.0_0563280,Vfaba.Hedin2.R1.4g100080,MtrunA17_Chr8g0368401,Psat4g114240
LATSA3860_EIv1.0_0563320,Vfaba.Hedin2.R1.4g100000,MtrunA17_Chr5g0439521,Psat4g114440
LATSA3860_EIv1.0_0563330,Vfaba.Hedin2.R1.4g099800,MtrunA17_Chr8g0368461,Psat4g114480
LATSA3860_EIv1.0_0563390,Vfaba.Hedin2.R1.5g020920,MtrunA17_Chr2g0331721,Psat4g189480
LATSA3860_EIv1.0_0563410,Vfaba.Hedin2.R1.5g019560,MtrunA17_Chr7g0230031,Psat3g177720
LATSA3860_EIv1.0_0564230,Vfaba.Hedin2.R1.5g030960,MtrunA17_Chr7g0237291,Psat3g145120
LATSA3860_EIv1.0_0564320,Vfaba.Hedin2.R1.5g061600,MtrunA17_Chr7g0245841,Psat3g115640
LATSA3860_EIv1.0_0564520,Vfaba.Hedin2.R1.5g112520,MtrunA17_Chr7g0258551,Psat0s238g0080
LATSA3860_EIv1.0_0564550,Vfaba.Hedin2.R1.3g171840,MtrunA17_Chr8g0355941,Psat6g101840
LATSA3860_EIv1.0_0564560,Vfaba.Hedin2.R1.3g171640,MtrunA17_Chr1g0165641,Psat6g101920
LATSA3860_EIv1.0_0564570,Vfaba.Hedin2.R1.3g171600,MtrunA17_Chr1g0165651,Psat6g101880
LATSA3860_EIv1.0_0564630,Vfaba.Hedin2.R1.1g019360,MtrunA17_Chr7g0221381,Psat3g191880
LATSA3860_EIv1.0_0564750,Vfaba.Hedin2.R1.1g225920,MtrunA17_Chr5g0430201,Psat2g058160
LATSA3860_EIv1.0_0564810,Vfaba.Hedin2.R1.2g156920,MtrunA17_Chr3g0131871,Psat5g053600
LATSA3860_EIv1.0_0564990,Vfaba.Hedin2.R1.5g048920,MtrunA17_Chr7g0240821,Psat3g134880
LATSA3860_EIv1.0_0565130,Vfaba.Hedin2.R1.1g457120,MtrunA17_Chr2g0286991,Psat1g185320
LATSA3860_EIv1.0_0565560,Vfaba.Hedin2.R1.6g085120,MtrunA17_Chr4g0043161,Psat7g133640
LATSA3860_EIv1.0_0565600,Vfaba.Hedin2.R1.6g022600,MtrunA17_Chr4g0027721,Psat7g191400
LATSA3860_EIv1.0_0565700,Vfaba.Hedin2.R1.1g079480,MtrunA17_Chr2g0316281,Psat5g237920
LATSA3860_EIv1.0_0565740,Vfaba.Hedin2.R1.6g054720,MtrunA17_Chr8g0377331,Psat7g077680
LATSA3860_EIv1.0_0566170,Vfaba.Hedin2.R1.2g207840,MtrunA17_Chr3g0142951,Psat0s1401g0120
LATSA3860_EIv1.0_0566330,Vfaba.Hedin2.R1.6g080160,MtrunA17_Chr4g0042141,Psat7g160160
LATSA3860_EIv1.0_0566450,Vfaba.Hedin2.R1.1g336400,MtrunA17_Chr5g0410961,Psat2g137320
LATSA3860_EIv1.0_0566480,Vfaba.Hedin2.R1.1g336320,MtrunA17_Chr5g0411041,Psat2g137240
LATSA3860_EIv1.0_0567160,Vfaba.Hedin2.R1.4g101080,MtrunA17_Chr8g0367951,Psat4g115360
LATSA3860_EIv1.0_0567190,Vfaba.Hedin2.R1.2g180200,MtrunA17_Chr3g0137011,Psat5g043920
LATSA3860_EIv1.0_0567220,Vfaba.Hedin2.R1.Ung057000,MtrunA17_Chr8g0339591,Psat4g203520
LATSA3860_EIv1.0_0567600,Vfaba.Hedin2.R1.3g013360,MtrunA17_Chr1g0166481,Psat6g244120
LATSA3860_EIv1.0_0567610,Vfaba.Hedin2.R1.3g013320,MtrunA17_Chr1g0166471,Psat6g244160
LATSA3860_EIv1.0_0567640,Vfaba.Hedin2.R1.5g183800,MtrunA17_Chr7g0273801,Psat3g007000
LATSA3860_EIv1.0_0567860,Vfaba.Hedin2.R1.2g235680,MtrunA17_Chr4g0012791,Psat0s219g0120
LATSA3860_EIv1.0_0568110,Vfaba.Hedin2.R1.5g088840,MtrunA17_Chr7g0253331,Psat0s1971g0360
LATSA3860_EIv1.0_0568140,Vfaba.Hedin2.R1.5g088960,MtrunA17_Chr7g0253361,Psat6g151920
LATSA3860_EIv1.0_0568610,Vfaba.Hedin2.R1.5g028040,MtrunA17_Chr7g0228641,Psat3g161280
LATSA3860_EIv1.0_0568660,Vfaba.Hedin2.R1.4g119520,MtrunA17_Chr8g0373441,Psat4g092320
LATSA3860_EIv1.0_0568830,Vfaba.Hedin2.R1.4g113160,MtrunA17_Chr8g0371781,Psat4g100440
LATSA3860_EIv1.0_0569480,Vfaba.Hedin2.R1.2g100880,MtrunA17_Chr3g0120311,Psat5g106520
LATSA3860_EIv1.0_0569630,Vfaba.Hedin2.R1.2g045320,MtrunA17_Chr3g0100271,Psat5g175760
LATSA3860_EIv1.0_0569680,Vfaba.Hedin2.R1.2g080240,MtrunA17_Chr3g0114501,Psat5g131680
LATSA3860_EIv1.0_0569750,Vfaba.Hedin2.R1.1g173080,MtrunA17_Chr6g0479321,Psat1g028880
LATSA3860_EIv1.0_0569760,Vfaba.Hedin2.R1.1g173160,MtrunA17_Chr6g0479331,Psat1g028920
LATSA3860_EIv1.0_0569850,Vfaba.Hedin2.R1.2g247240,MtrunA17_Chr4g0008921,Psat7g240240
LATSA3860_EIv1.0_0570040,Vfaba.Hedin2.R1.2g208120,MtrunA17_Chr3g0143311,Psat5g012480
LATSA3860_EIv1.0_0570050,Vfaba.Hedin2.R1.2g208280,MtrunA17_Chr3g0143321,Psat5g012400
LATSA3860_EIv1.0_0570060,Vfaba.Hedin2.R1.2g208400,MtrunA17_Chr3g0143381,Psat5g012280
LATSA3860_EIv1.0_0570100,Vfaba.Hedin2.R1.6g144960,MtrunA17_Chr8g0381371,Psat7g059560
LATSA3860_EIv1.0_0570110,Vfaba.Hedin2.R1.6g144920,MtrunA17_Chr8g0381361,Psat7g058760
LATSA3860_EIv1.0_0570120,Vfaba.Hedin2.R1.6g144840,MtrunA17_Chr8g0381351,Psat7g058800
LATSA3860_EIv1.0_0570200,Vfaba.Hedin2.R1.2g021080,MtrunA17_Chr3g0089031,Psat5g208920
LATSA3860_EIv1.0_0570220,Vfaba.Hedin2.R1.2g021040,MtrunA17_Chr3g0089021,Psat5g208960
LATSA3860_EIv1.0_0570400,Vfaba.Hedin2.R1.1g103200,MtrunA17_Chr6g0470691,Psat0s2241g0160
LATSA3860_EIv1.0_0570450,Vfaba.Hedin2.R1.Ung087080,MtrunA17_Chr4g0065171,Psat4g033440
LATSA3860_EIv1.0_0570490,Vfaba.Hedin2.R1.1g155240,MtrunA17_Chr6g0486541,Psat1g044920
LATSA3860_EIv1.0_0570550,Vfaba.Hedin2.R1.4g167240,MtrunA17_Chr4g0061431,Psat0s3618g0120
LATSA3860_EIv1.0_0570560,Vfaba.Hedin2.R1.4g167280,MtrunA17_Chr4g0061441,Psat0s3618g0160
LATSA3860_EIv1.0_0570680,Vfaba.Hedin2.R1.2g028560,MtrunA17_Chr3g0092041,Psat5g201280
LATSA3860_EIv1.0_0571160,Vfaba.Hedin2.R1.4g038920,MtrunA17_Chr8g0353481,Psat6g103880
